"ID";"ShipMode";"State";"Category";"Sales";"Profit";"Quantity"
"191011ee-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Texas ";" Storage ";37.22;3.72;3
"19101bc6-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Texas ";" Paper ";20.02;6.26;3
"191024b8-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" New York ";" Bookcases ";899.14;112.39;4
"19102d64-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" New York ";" Phones ";71.76;20.09;6
"19103610-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" New York ";" Paper ";51.84;24.88;8
"191043bc-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" New York ";" Bookcases ";626.35;46.98;3
"19104c72-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" New York ";" Art ";19.9;6.57;5
"191054ba-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" California ";" Envelopes ";14.28;6.71;7
"19105e06-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Ohio ";" Art ";7.41;1.2;2
"19106734-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Ohio ";" Art ";6.05;1.59;3
"19106fc2-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" New Jersey ";" Storage ";46.26;12.03;3
"1910780a-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Pennsylvania ";" Binders ";2.95;-2.26;2
"19108020-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Pennsylvania ";" Paper ";16.06;5.82;3
"1910891c-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Ohio ";" Paper ";21.74;6.8;3
"191090ba-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" Colorado ";" Tables ";218.75;-161.88;2
"19109830-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" Colorado ";" Appliances ";2.6;0.29;1
"1910a0d2-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" Texas ";" Appliances ";66.28;-178.97;2
"1910a9a6-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Tennessee ";" Furnishings ";35.17;9.67;7
"1910b11c-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" California ";" Phones ";444.77;44.48;4
"1910b928-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Michigan ";" Storage ";83.92;5.87;4
"1910c0a8-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Michigan ";" Phones ";131.98;35.63;2
"1910c814-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Michigan ";" Binders ";15.92;7.48;4
"1910cf1c-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Michigan ";" Fasteners ";52.29;16.21;9
"1910d688-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Michigan ";" Storage ";91.99;3.68;1
"1910ddae-3e4c-11f0-a7df-6c21638b8e2a";" Second Class ";" Texas ";" Accessories ";20.8;6.5;2
"1910e772-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Ohio ";" Labels ";23.68;8.88;2
"1910efe2-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Ohio ";" Bookcases ";452.45;-244.32;5
"1910f80c-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Ohio ";" Phones ";62.98;-14.7;3
"1910ff82-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Ohio ";" Machines ";1188.0;-950.4;9
"19110e6e-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Ohio ";" Accessories ";89.58;4.48;2
"191116de-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" California ";" Storage ";93.06;26.06;6
"19111e2c-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" California ";" Phones ";302.38;22.68;3
"1911262e-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" Ohio ";" Fasteners ";5.58;1.81;2
"19112d90-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" Ohio ";" Paper ";22.7;8.23;6
"191134b6-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" Ohio ";" Binders ";19.78;-13.84;4
"19113cfe-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" Ohio ";" Furnishings ";72.7;19.08;4
"191144f6-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" Ohio ";" Machines ";479.99;-383.99;4
"19114e42-3e4c-11f0-a7df-6c21638b8e2a";" First Class ";" Ohio ";" Art ";27.17;2.72;2
"1911569e-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Michigan ";" Art ";2.2;0.97;1
"19115edc-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Michigan ";" Tables ";622.45;136.94;5
"1911683c-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Michigan ";" Storage ";21.98;0.22;1
"19116fe4-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Tennessee ";" Chairs ";161.57;-28.27;2
"191178ae-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Tennessee ";" Chairs ";389.7;43.84;8
"1911804c-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" North Carolina ";" Binders ";18.65;-12.43;7
"19118812-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Florida ";" Tables ";233.86;-102.05;2
"19118fba-3e4c-11f0-a7df-6c21638b8e2a";" Standard Class ";" Florida ";" Tables ";620.61;-248.25;3
